abstract,acl_url,anthology,anthology_id,arxiv_url,authors,month,title,venue,year
"We propose a new encoder-decoder approach to learn distributed sentence representations that are applicable to multiple purposes. The model is learned by using a convolutional neural network as an encoder to map an input sentence into a continuous vector, and using a long short-term memory recurrent neural network as a decoder. Several tasks are considered, including sentence reconstruction and future sentence prediction. Further, a hierarchical encoder-decoder model is proposed to encode a sentence to predict multiple future sentences. By training our models on a large collection of novels, we obtain a highly generic convolutional sentence encoder that performs well in practice. Experimental results on several benchmark datasets, and across a broad range of applications, demonstrate the superiority of the proposed model over competing methods.",http://aclweb.org/anthology/D17-1254,D17-1,D17-1254,https://arxiv.org/abs/1611.07897,"('Zhe Gan', 'Yunchen Pu', 'Ricardo Henao', 'Chunyuan Li', 'Xiaodong He', 'Lawrence Carin')",9,Learning Generic Sentence Representations Using Convolutional Neural Networks,EMNLP,2017
,http://aclweb.org/anthology/D17-1255,D17-1,D17-1255,,"('Hadi Amiri', 'Timothy Miller', 'Guergana Savova')",9,"
      Repeat before Forgetting: Spaced Repetition for Efficient and Effective
      Training of Neural Networks
    ",EMNLP,2017
"We study cross-lingual sequence tagging with little or no labeled data in the target language. Adversarial training has previously been shown to be effective for training cross-lingual sentence classifiers. However, it is not clear if language-agnostic representations enforced by an adversarial language discriminator will also enable effective transfer for token-level prediction tasks. Therefore, we experiment with different types of adversarial training on two tasks: dependency parsing and sentence compression. We show that adversarial training consistently leads to improved cross-lingual performance on each task compared to a conventionally trained baseline.",http://aclweb.org/anthology/D17-1256,D17-1,D17-1256,https://arxiv.org/abs/1808.04736,"('Tao Gui', 'Qi Zhang', 'Haoran Huang', 'Minlong Peng', 'Xuanjing Huang')",9,Part-of-Speech Tagging for Twitter with Adversarial Neural Networks,EMNLP,2017
,http://aclweb.org/anthology/D17-1257,D17-1,D17-1257,,"('Bofang Li', 'Tao Liu', 'Zhe Zhao', 'Buzhou Tang', 'Aleksandr Drozd', 'Anna Rogers', 'Xiaoyong Du')",9,"
      Investigating Different Syntactic Context Types and Context
      Representations for Learning Word Embeddings
    ",EMNLP,2017
"In recent years, more research has been devoted to studying the subtask of the complete shallow discourse parsing, such as indentifying discourse connective and arguments of connective. There is a need to design a full discourse parser to pull these subtasks together. So we develop a discourse parser turning the free text into discourse relations. The parser includes connective identifier, arguments identifier, sense classifier and non-explicit identifier, which connects with each other in pipeline. Each component applies the maximum entropy model with abundant lexical and syntax features extracted from the Penn Discourse Tree-bank. The head-based representation of the PDTB is adopted in the arguments identifier, which turns the problem of indentifying the arguments of discourse connective into finding the head and end of the arguments. In the non-explicit identifier, the contextual type features like words which have high frequency and can reflect the discourse relation are introduced to improve the performance of non-explicit identifier. Compared with other methods, experimental results achieve the considerable performance.",http://aclweb.org/anthology/D17-1258,D17-1,D17-1258,https://arxiv.org/abs/1710.11334,"('Chloé Braud', 'Ophélie Lacroix', 'Anders Søgaard')",9,Does syntax help discourse segmentation? Not so much,EMNLP,2017
"Much of human dialogue occurs in semi-cooperative settings, where agents with different goals attempt to agree on common decisions. Negotiations require complex communication and reasoning skills, but success is easy to measure, making this an interesting task for AI. We gather a large dataset of human-human negotiations on a multi-issue bargaining task, where agents who cannot observe each other's reward functions must reach an agreement (or a deal) via natural language dialogue. For the first time, we show it is possible to train end-to-end models for negotiation, which must learn both linguistic and reasoning skills with no annotated dialogue states. We also introduce dialogue rollouts, in which the model plans ahead by simulating possible complete continuations of the conversation, and find that this technique dramatically improves performance. Our code and dataset are publicly available (https://github.com/facebookresearch/end-to-end-negotiator).",http://aclweb.org/anthology/D17-1259,D17-1,D17-1259,https://arxiv.org/abs/1706.05125,"('Mike Lewis', 'Denis Yarats', 'Yann Dauphin', 'Devi Parikh', 'Dhruv Batra')",9,Deal or No Deal? End-to-End Learning of Negotiation Dialogues,EMNLP,2017
"In statistical dialogue management, the dialogue manager learns a policy that maps a belief state to an action for the system to perform. Efficient exploration is key to successful policy optimisation. Current deep reinforcement learning methods are very promising but rely on epsilon-greedy exploration, thus subjecting the user to a random choice of action during learning. Alternative approaches such as Gaussian Process SARSA (GPSARSA) estimate uncertainties and are sample efficient, leading to better user experience, but on the expense of a greater computational complexity. This paper examines approaches to extract uncertainty estimates from deep Q-networks (DQN) in the context of dialogue management. We perform an extensive benchmark of deep Bayesian methods to extract uncertainty estimates, namely Bayes-By-Backprop, dropout, its concrete variation, bootstrapped ensemble and alpha-divergences, combining it with DQN algorithm.",http://aclweb.org/anthology/D17-1260,D17-1,D17-1260,https://arxiv.org/abs/1711.11486,"('Lu Chen', 'Xiang Zhou', 'Cheng Chang', 'Runzhe Yang', 'Kai Yu')",9,Agent-Aware Dropout DQN for Safe and Efficient On-line Dialogue Policy Learning,EMNLP,2017
"Debate and deliberation play essential roles in politics and government, but most models presume that debates are won mainly via superior style or agenda control. Ideally, however, debates would be won on the merits, as a function of which side has the stronger arguments. We propose a predictive model of debate that estimates the effects of linguistic features and the latent persuasive strengths of different topics, as well as the interactions between the two. Using a dataset of 118 Oxford-style debates, our model's combination of content (as latent topics) and style (as linguistic features) allows us to predict audience-adjudicated winners with 74% accuracy, significantly outperforming linguistic features alone (66%). Our model finds that winning sides employ stronger arguments, and allows us to identify the linguistic features associated with strong or weak arguments.",http://aclweb.org/anthology/D17-1261,D17-1,D17-1261,https://arxiv.org/abs/1705.05040,"('Peter Potash', 'Anna Rumshisky')",9,Towards Debate Automation: a Recurrent Model for Predicting Debate Winners,EMNLP,2017
,http://aclweb.org/anthology/D17-1262,D17-1,D17-1262,,"('Qingsong Ma', 'Yvette Graham', 'Timothy Baldwin', 'Qun Liu')",9,"
      Further Investigation into Reference Bias in Monolingual Evaluation of
      Machine Translation
    ",EMNLP,2017
"Neural machine translation represents an exciting leap forward in translation quality. But what longstanding weaknesses does it resolve, and which remain? We address these questions with a challenge set approach to translation evaluation and error analysis. A challenge set consists of a small set of sentences, each hand-designed to probe a system's capacity to bridge a particular structural divergence between languages. To exemplify this approach, we present an English-French challenge set, and use it to analyze phrase-based and neural systems. The resulting analysis provides not only a more fine-grained picture of the strengths of neural systems, but also insight into which linguistic phenomena remain out of reach.",http://aclweb.org/anthology/D17-1263,D17-1,D17-1263,https://arxiv.org/abs/1704.07431,"('Pierre Isabelle', 'Colin Cherry', 'George Foster')",9,A Challenge Set Approach to Evaluating Machine Translation,EMNLP,2017
We present a method for learning bilingual translation dictionaries between English and Bantu languages. We show that exploiting the grammatical structure common to Bantu languages enables bilingual dictionary induction for languages where training data is unavailable.,http://aclweb.org/anthology/D17-1264,D17-1,D17-1264,https://arxiv.org/abs/1811.07080,"('Ndapandula Nakashole', 'Raphael Flauger')",9,Knowledge Distillation for Bilingual Dictionary Induction,EMNLP,2017
,http://aclweb.org/anthology/D17-1265,D17-1,D17-1265,,['Rachel Bawden'],9,"
      Machine Translation, it's a question of style, innit? The case of English
      tag questions
    ",EMNLP,2017
"In this paper, we attempt to classify tweets into root categories of the Amazon browse node hierarchy using a set of tweets with browse node ID labels, a much larger set of tweets without labels, and a set of Amazon reviews. Examining twitter data presents unique challenges in that the samples are short (under 140 characters) and often contain misspellings or abbreviations that are trivial for a human to decipher but difficult for a computer to parse. A variety of query and document expansion techniques are implemented in an effort to improve information retrieval to modest success.",http://aclweb.org/anthology/D17-1266,D17-1,D17-1266,https://arxiv.org/abs/1511.08299,"('Nima Pourdamghani', 'Kevin Knight')",9,Deciphering Related Languages,EMNLP,2017
"Out-Of-Vocabulary (OOV) words can pose serious challenges for machine translation (MT) tasks, and in particular, for Low-Resource Languages (LRLs). This paper adapts variants of seq2seq models to perform transduction of such words from Hindi to Bhojpuri (an LRL instance), learning from a set of cognate pairs built upon a bilingual dictionary of Hindi-Bhojpuri words. We demonstrate that our models can effectively be used for languages that have a limited amount of parallel corpora, by working at the character-level to grasp phonetic and orthographic similarities across multiple types of word adaptions, whether synchronic or diachronic, loan words or cognates. We provide a comprehensive overview over the training aspects of character-level NMT systems adapted to this task, combined with a detailed analysis of their respective error cases. Using our method, we achieve an improvement by over 6 BLEU on the Hindi-to-Bhojpuri translation task. Further, we show that such transductions generalize well to other languages by applying it successfully to Hindi-Bangla cognate pairs. Our work can be seen as an important step in the process of: (i) resolving the OOV words problem arising in MT tasks, (ii) creating effective parallel corpora for resource-constrained languages, and (iii) leveraging the enhanced semantic knowledge captured by word-level embeddings onto character-level tasks.",http://aclweb.org/anthology/D17-1267,D17-1,D17-1267,https://arxiv.org/abs/1811.08816,"('Adam St Arnaud', 'David Beck', 'Grzegorz Kondrak')",9,Identifying Cognate Sets Across Dictionaries of Related Languages,EMNLP,2017
"Although linguistic typology has a long history, computational approaches have only recently gained popularity. The use of distributed representations in computational linguistics has also become increasingly popular. A recent development is to learn distributed representations of language, such that typologically similar languages are spatially close to one another. Although empirical successes have been shown for such language representations, they have not been subjected to much typological probing. In this paper, we first look at whether this type of language representations are empirically useful for model transfer between Uralic languages in deep neural networks. We then investigate which typological features are encoded in these representations by attempting to predict features in the World Atlas of Language Structures, at various stages of fine-tuning of the representations. We focus on Uralic languages, and find that some typological traits can be automatically inferred with accuracies well above a strong baseline.",http://aclweb.org/anthology/D17-1268,D17-1,D17-1268,https://arxiv.org/abs/1711.05468,"('Chaitanya Malaviya', 'Graham Neubig', 'Patrick Littell')",9,Learning Language Representations for Typology Prediction,EMNLP,2017
"Named Entity Recognition is always important when dealing with major Natural Language Processing tasks such as information extraction, question-answering, machine translation, document summarization etc so in this paper we put forward a survey of Named Entities in Indian Languages with particular reference to Assamese. There are various rule-based and machine learning approaches available for Named Entity Recognition. At the very first of the paper we give an idea of the available approaches for Named Entity Recognition and then we discuss about the related research in this field. Assamese like other Indian languages is agglutinative and suffers from lack of appropriate resources as Named Entity Recognition requires large data sets, gazetteer list, dictionary etc and some useful feature like capitalization as found in English cannot be found in Assamese. Apart from this we also describe some of the issues faced in Assamese while doing Named Entity Recognition.",http://aclweb.org/anthology/D17-1269,D17-1,D17-1269,https://arxiv.org/abs/1407.2918,"('Stephen Mayhew', 'Chen-Tse Tsai', 'Dan Roth')",9,Cheap Translation for Cross-Lingual Named Entity Recognition,EMNLP,2017
,http://aclweb.org/anthology/D17-1270,D17-1,D17-1270,,"('Ivan Vulić', 'Nikola Mrkšić', 'Anna Korhonen')",9,"
      Cross-Lingual Induction and Transfer of Verb Classes Based on Word Vector
      Space Specialisation
    ",EMNLP,2017
"As a kind of meta-data feature, annotations have been formally introduced into Java since Java 5. Since the introduction, annotations have been widely used by the Java community for different purposes, such as compiler guidance and runtime processing. Despite the ever-growing use, there is still limited empirical evidence about how developers use annotations in practice and the impact of annotation use on software quality. To fill this gap, we perform the first large-scale empirical study about Java annotation uses on 1,094 open-source projects hosted on GitHub. Our study answers some fundamental questions about Java annotation use. First, we answer the question ""annotate what?"" and find that annotations are typically used to annotate 4 aspects of program elements. Second, we answer the question ""how annotations evolve?"" and identify 6 different annotation change types, their frequencies, and their characteristics. Third, we answer the question ""who uses annotations?"" and establish the relationships between annotation uses and code ownership and developer experience. In addition, we also use regression models to explore the correlation between annotation uses and code quality, and we find that annotations do have an impact on making code less error-prone.",http://aclweb.org/anthology/D17-1271,D17-1,D17-1271,https://arxiv.org/abs/1805.01965,"('Annemarie Friedrich', 'Damyana Gateva')",9,Classification of telicity using cross-linguistic annotation projection,EMNLP,2017
,http://aclweb.org/anthology/D17-1272,D17-1,D17-1272,,"('Carolin Lawrence', 'Artem Sokolov', 'Stefan Riezler')",9,"
      Counterfactual Learning from Bandit Feedback under Deterministic Logging :
      A Case Study in Statistical Machine Translation
    ",EMNLP,2017
"Coordinate relation refers to the relation between instances of a concept and the relation between the directly hyponyms of a concept. In this paper, we focus on the task of extracting terms which are coordinate with a user given seed term in Chinese, and grouping the terms which belong to different concepts if the seed term has several meanings. We propose a semi-supervised method that integrates manually defined linguistic patterns and automatically learned semi-structural patterns to extract coordinate terms in Chinese from web search results. In addition, terms are grouped into different concepts based on their co-occurring terms and contexts. We further calculate the saliency scores of extracted terms and rank them accordingly. Experimental results demonstrate that our proposed method generates results with high quality and wide coverage.",http://aclweb.org/anthology/D17-1273,D17-1,D17-1273,https://arxiv.org/abs/1507.02145,"('Chengyu Wang', 'Yan Fan', 'Xiaofeng He', 'Aoying Zhou')",9,Learning Fine-grained Relations from Chinese User Generated Categories,EMNLP,2017
,http://aclweb.org/anthology/D17-1274,D17-1,D17-1274,,"('Lifu Huang', 'Avirup Sil', 'Heng Ji', 'Radu Florian')",9,"
      Improving Slot Filling Performance with Attentive Neural Networks on
      Dependency Structures
    ",EMNLP,2017
,http://aclweb.org/anthology/D17-1275,D17-1,D17-1275,,"('Greg Durrett', 'Jonathan K. Kummerfeld', 'Taylor Berg-Kirkpatrick', 'Rebecca Portnoff', 'Sadia Afroz', 'Damon McCoy', 'Kirill Levchenko', 'Vern Paxson')",9,"
      Identifying Products in Online Cybercrime Marketplaces: A Dataset for
      Fine-grained Domain Adaptation
    ",EMNLP,2017
,http://aclweb.org/anthology/D17-1276,D17-1,D17-1276,,"('Aldrian Obaja Muis', 'Wei Lu')",9,"
      Labeling Gaps Between Words: Recognizing Overlapping Mentions with Mention
      Separators
    ",EMNLP,2017
"We propose a novel deep learning model for joint document-level entity disambiguation, which leverages learned neural representations. Key components are entity embeddings, a neural attention mechanism over local context windows, and a differentiable joint inference stage for disambiguation. Our approach thereby combines benefits of deep learning with more traditional approaches such as graphical models and probabilistic mention-entity maps. Extensive experiments show that we are able to obtain competitive or state-of-the-art accuracy at moderate computational costs.",http://aclweb.org/anthology/D17-1277,D17-1,D17-1277,https://arxiv.org/abs/1704.04920,"('Octavian-Eugen Ganea', 'Thomas Hofmann')",9,Deep Joint Entity Disambiguation with Local Neural Attention,EMNLP,2017
"Unlike extractive summarization, abstractive summarization has to fuse different parts of the source text, which inclines to create fake facts. Our preliminary study reveals nearly 30% of the outputs from a state-of-the-art neural summarization system suffer from this problem. While previous abstractive summarization approaches usually focus on the improvement of informativeness, we argue that faithfulness is also a vital prerequisite for a practical abstractive summarization system. To avoid generating fake facts in a summary, we leverage open information extraction and dependency parse technologies to extract actual fact descriptions from the source text. The dual-attention sequence-to-sequence framework is then proposed to force the generation conditioned on both the source text and the extracted fact descriptions. Experiments on the Gigaword benchmark dataset demonstrate that our model can greatly reduce fake summaries by 80%. Notably, the fact descriptions also bring significant improvement on informativeness since they often condense the meaning of the source text.",http://aclweb.org/anthology/D17-1278,D17-1,D17-1278,https://arxiv.org/abs/1711.04434,"('Kiril Gashteovski', 'Rainer Gemulla', 'Luciano Del Corro')",9,MinIE: Minimizing Facts in Open Information Extraction,EMNLP,2017
"This paper addresses the problem of extracting keyphrases from scientific articles and categorizing them as corresponding to a task, process, or material. We cast the problem as sequence tagging and introduce semi-supervised methods to a neural tagging model, which builds on recent advances in named entity recognition. Since annotated training data is scarce in this domain, we introduce a graph-based semi-supervised algorithm together with a data selection scheme to leverage unannotated articles. Both inductive and transductive semi-supervised learning strategies outperform state-of-the-art information extraction performance on the 2017 SemEval Task 10 ScienceIE task.",http://aclweb.org/anthology/D17-1279,D17-1,D17-1279,https://arxiv.org/abs/1708.06075,"('Yi Luan', 'Mari Ostendorf', 'Hannaneh Hajishirzi')",9,Scientific Information Extraction with Semi-supervised Neural Tagging,EMNLP,2017
"Most existing methods for biomedical entity recognition task rely on explicit feature engineering where many features either are specific to a particular task or depends on output of other existing NLP tools. Neural architectures have been shown across various domains that efforts for explicit feature design can be reduced. In this work we propose an unified framework using bi-directional long short term memory network (BLSTM) for named entity recognition (NER) tasks in biomedical and clinical domains. Three important characteristics of the framework are as follows - (1) model learns contextual as well as morphological features using two different BLSTM in hierarchy, (2) model uses first order linear conditional random field (CRF) in its output layer in cascade of BLSTM to infer label or tag sequence, (3) model does not use any domain specific features or dictionary, i.e., in another words, same set of features are used in the three NER tasks, namely, disease name recognition (Disease NER), drug name recognition (Drug NER) and clinical entity recognition (Clinical NER). We compare performance of the proposed model with existing state-of-the-art models on the standard benchmark datasets of the three tasks. We show empirically that the proposed framework outperforms all existing models. Further our analysis of CRF layer and word-embedding obtained using character based embedding show their importance.",http://aclweb.org/anthology/D17-1280,D17-1,D17-1280,https://arxiv.org/abs/1708.03447,"('Siliang Tang', 'Ning Zhang', 'Jinjiang Zhang', 'Fei Wu', 'Yueting Zhuang')",9,NITE: A Neural Inductive Teaching Framework for Domain Specific NER,EMNLP,2017
,http://aclweb.org/anthology/D17-1281,D17-1,D17-1281,,"('Aditya Sharma', 'Zarana Parekh', 'Partha Talukdar')",9,"
      Speeding up Reinforcement Learning-based Information Extraction Training
      using Asynchronous Methods
    ",EMNLP,2017
,http://aclweb.org/anthology/D17-1282,D17-1,D17-1282,,"('Peng-Hsuan Li', 'Ruo-Ping Dong', 'Yu-Siang Wang', 'Ju-Chieh Chou', 'Wei-Yun Ma')",9,"
      Leveraging Linguistic Structures for Named Entity Recognition with
      Bidirectional Recursive Neural Networks
    ",EMNLP,2017
"Today when many practitioners run basic NLP on the entire web and large-volume traffic, faster methods are paramount to saving time and energy costs. Recent advances in GPU hardware have led to the emergence of bi-directional LSTMs as a standard method for obtaining per-token vector representations serving as input to labeling tasks such as NER (often followed by prediction in a linear-chain CRF). Though expressive and accurate, these models fail to fully exploit GPU parallelism, limiting their computational efficiency. This paper proposes a faster alternative to Bi-LSTMs for NER: Iterated Dilated Convolutional Neural Networks (ID-CNNs), which have better capacity than traditional CNNs for large context and structured prediction. Unlike LSTMs whose sequential processing on sentences of length N requires O(N) time even in the face of parallelism, ID-CNNs permit fixed-depth convolutions to run in parallel across entire documents. We describe a distinct combination of network structure, parameter sharing and training procedures that enable dramatic 14-20x test-time speedups while retaining accuracy comparable to the Bi-LSTM-CRF. Moreover, ID-CNNs trained to aggregate context from the entire document are even more accurate while maintaining 8x faster test time speeds.",http://aclweb.org/anthology/D17-1283,D17-1,D17-1283,https://arxiv.org/abs/1702.02098,"('Emma Strubell', 'Patrick Verga', 'David Belanger', 'Andrew McCallum')",9,Fast and Accurate Entity Recognition with Iterated Dilated Convolutions,EMNLP,2017
"Textual information is considered as significant supplement to knowledge representation learning (KRL). There are two main challenges for constructing knowledge representations from plain texts: (1) How to take full advantages of sequential contexts of entities in plain texts for KRL. (2) How to dynamically select those informative sentences of the corresponding entities for KRL. In this paper, we propose the Sequential Text-embodied Knowledge Representation Learning to build knowledge representations from multiple sentences. Given each reference sentence of an entity, we first utilize recurrent neural network with pooling or long short-term memory network to encode the semantic information of the sentence with respect to the entity. Then we further design an attention model to measure the informativeness of each sentence, and build text-based representations of entities. We evaluate our method on two tasks, including triple classification and link prediction. Experimental results demonstrate that our method outperforms other baselines on both tasks, which indicates that our method is capable of selecting informative sentences and encoding the textual information well into knowledge representations.",http://aclweb.org/anthology/D17-1284,D17-1,D17-1284,https://arxiv.org/abs/1609.07075,"('Nitish Gupta', 'Sameer Singh', 'Dan Roth')",9,"Entity Linking via Joint Encoding of Types, Descriptions, and Context",EMNLP,2017
"Factoid question answering (QA) has recently benefited from the development of deep learning (DL) systems. Neural network models outperform traditional approaches in domains where large datasets exist, such as SQuAD (ca. 100,000 questions) for Wikipedia articles. However, these systems have not yet been applied to QA in more specific domains, such as biomedicine, because datasets are generally too small to train a DL system from scratch. For example, the BioASQ dataset for biomedical QA comprises less then 900 factoid (single answer) and list (multiple answers) QA instances. In this work, we adapt a neural QA system trained on a large open-domain dataset (SQuAD, source) to a biomedical dataset (BioASQ, target) by employing various transfer learning techniques. Our network architecture is based on a state-of-the-art QA system, extended with biomedical word embeddings and a novel mechanism to answer list questions. In contrast to existing biomedical QA systems, our system does not rely on domain-specific ontologies, parsers or entity taggers, which are expensive to create. Despite this fact, our systems achieve state-of-the-art results on factoid questions and competitive results on list questions.",http://aclweb.org/anthology/D17-1285,D17-1,D17-1285,https://arxiv.org/abs/1706.03610,"('Hua He', 'Kris Ganjam', 'Navendu Jain', 'Jessica Lundin', 'Ryen White', 'Jimmy Lin')",9,An Insight Extraction System on BioMedical Literature with Deep Neural Networks,EMNLP,2017
"We propose a novel approach to learn word embeddings based on an extended version of the distributional hypothesis. Our model derives word embedding vectors using the etymological composition of words, rather than the context in which they appear. It has the strength of not requiring a large text corpus, but instead it requires reliable access to etymological roots of words, making it specially fit for languages with logographic writing systems. The model consists on three steps: (1) building an etymological graph, which is a bipartite network of words and etymological roots, (2) obtaining the biadjacency matrix of the etymological graph and reducing its dimensionality, (3) using columns/rows of the resulting matrices as embedding vectors. We test our model in the Chinese and Sino-Korean vocabularies. Our graphs are formed by a set of 117,000 Chinese words, and a set of 135,000 Sino-Korean words. In both cases we show that our model performs well in the task of synonym discovery.",http://aclweb.org/anthology/D17-1286,D17-1,D17-1286,https://arxiv.org/abs/1709.10445,"('Vivi Nastase', 'Carlo Strapparava')",9,Word Etymology as Native Language Interference,EMNLP,2017
,http://aclweb.org/anthology/D17-1287,D17-1,D17-1287,,"('Joshua Eisenberg', 'Mark Finlayson')",9,"
      A Simpler and More Generalizable Story Detector using Verb and Character
      Features
    ",EMNLP,2017
"Developing a Bangla OCR requires bunch of algorithm and methods. There were many effort went on for developing a Bangla OCR. But all of them failed to provide an error free Bangla OCR. Each of them has some lacking. We discussed about the problem scope of currently existing Bangla OCR's. In this paper, we present the basic steps required for developing a Bangla OCR and a complete workflow for development of a Bangla OCR with mentioning all the possible algorithms required.",http://aclweb.org/anthology/D17-1288,D17-1,D17-1288,https://arxiv.org/abs/1204.1198,"('Sarah Schulz', 'Jonas Kuhn')",9,Multi-modular domain-tailored OCR post-correction,EMNLP,2017
"The charge prediction task is to determine appropriate charges for a given case, which is helpful for legal assistant systems where the user input is fact description. We argue that relevant law articles play an important role in this task, and therefore propose an attention-based neural network method to jointly model the charge prediction task and the relevant article extraction task in a unified framework. The experimental results show that, besides providing legal basis, the relevant articles can also clearly improve the charge prediction results, and our full model can effectively predict appropriate charges for cases with different expression styles.",http://aclweb.org/anthology/D17-1289,D17-1,D17-1289,https://arxiv.org/abs/1707.09168,"('Bingfeng Luo', 'Yansong Feng', 'Jianbo Xu', 'Xiang Zhang', 'Dongyan Zhao')",9,Learning to Predict Charges for Criminal Cases with Legal Basis,EMNLP,2017
"One of the important factors that make a search engine fast and accurate is a concise and duplicate free index. In order to remove duplicate and near-duplicate documents from the index, a search engine needs a swift and reliable duplicate and near-duplicate text document detection system. Traditional approaches to this problem, such as brute force comparisons or simple hash-based algorithms are not suitable as they are not scalable and are not capable of detecting near-duplicate documents effectively. In this paper, a new signature-based approach to text similarity detection is introduced which is fast, scalable, reliable and needs less storage space. The proposed method is examined on popular text document data-sets such as CiteseerX, Enron, Gold Set of Near-duplicate News Articles and etc. The results are promising and comparable with the best cutting-edge algorithms, considering the accuracy and performance. The proposed method is based on the idea of using reference texts to generate signatures for text documents. The novelty of this paper is the use of genetic algorithms to generate better reference texts.",http://aclweb.org/anthology/D17-1290,D17-1,D17-1290,https://arxiv.org/abs/1810.03102,"('Alexandra Schofield', 'Laure Thompson', 'David Mimno')",9,Quantifying the Effects of Text Duplication on Semantic Models,EMNLP,2017
"Outlier detection aims to identify unusual data instances that deviate from expected patterns. The outlier detection is particularly challenging when outliers are context dependent and when they are defined by unusual combinations of multiple outcome variable values. In this paper, we develop and study a new conditional outlier detection approach for multivariate outcome spaces that works by (1) transforming the conditional detection to the outlier detection problem in a new (unconditional) space and (2) defining outlier scores by analyzing the data in the new space. Our approach relies on the classifier chain decomposition of the multi-dimensional classification problem that lets us transform the output space into a probability vector, one probability for each dimension of the output space. Outlier scores applied to these transformed vectors are then used to detect the outliers. Experiments on multiple multi-dimensional classification problems with the different outlier injection rates show that our methodology is robust and able to successfully identify outliers when outliers are either sparse (manifested in one or very few dimensions) or dense (affecting multiple dimensions).",http://aclweb.org/anthology/D17-1291,D17-1,D17-1291,https://arxiv.org/abs/1505.04097,"('Honglei Zhuang', 'Chi Wang', 'Fangbo Tao', 'Lance Kaplan', 'Jiawei Han')",9,Identifying Semantically Deviating Outlier Documents,EMNLP,2017
"Explaining underlying causes or effects about events is a challenging but valuable task. We define a novel problem of generating explanations of a time series event by (1) searching cause and effect relationships of the time series with textual data and (2) constructing a connecting chain between them to generate an explanation. To detect causal features from text, we propose a novel method based on the Granger causality of time series between features extracted from text such as N-grams, topics, sentiments, and their composition. The generation of the sequence of causal entities requires a commonsense causative knowledge base with efficient reasoning. To ensure good interpretability and appropriate lexical usage we combine symbolic and neural representations, using a neural reasoning algorithm trained on commonsense causal tuples to predict the next cause step. Our quantitative and human analysis show empirical evidence that our method successfully extracts meaningful causality relationships between time series with textual features and generates appropriate explanation between them.",http://aclweb.org/anthology/D17-1292,D17-1,D17-1292,https://arxiv.org/abs/1707.08852,"('Dongyeop Kang', 'Varun Gangal', 'Ang Lu', 'Zheng Chen', 'Eduard Hovy')",9,Detecting and Explaining Causes From Text For a Time Series Event,EMNLP,2017
,http://aclweb.org/anthology/D17-1293,D17-1,D17-1293,,"('Zhuoxuan Jiang', 'Shanshan Feng', 'Gao Cong', 'Chunyan Miao', 'Xiaoming Li')",9,"
      A Novel Cascade Model for Learning Latent Similarity from Heterogeneous
      Sequential Data of MOOC
    ",EMNLP,2017
"A variety of tools have been introduced recently that are designed to help people protect their privacy on the Internet. These tools perform many different functions in-cluding encrypting and/or anonymizing communications, preventing the use of persistent identifiers such as cookies, automatically fetching and analyzing web site privacy policies, and displaying privacy-related information to users. This paper discusses the set of privacy tools that aim specifically at facilitating notice and choice about Web site data practices. While these tools may also have components that perform other functions such as encryption, or they may be able to work in conjunction with other privacy tools, the primary pur-pose of these tools is to help make users aware of web site privacy practices and to make it easier for users to make informed choices about when to provide data to web sites. Examples of such tools include the Platform for Privacy Preferences (P3P) and various infomediary services.",http://aclweb.org/anthology/D17-1294,D17-1,D17-1294,https://arxiv.org/abs/cs/0001011,"('Kanthashree Mysore Sathyendra', 'Shomir Wilson', 'Florian Schaub', 'Sebastian Zimmeck', 'Norman Sadeh')",9,Identifying the Provision of Choices in Privacy Policy Text,EMNLP,2017
"The purpose of this paper is to present some functionalities of the HyperPro System. HyperPro is a hypertext tool which allows to develop Constraint Logic Programming (CLP) together with their documentation. The text editing part is not new and is based on the free software Thot. A HyperPro program is a Thot document written in a report style. The tool is designed for CLP but it can be adapted to other programming paradigms as well. Thot offers navigation and editing facilities and synchronized static document views. HyperPro has new functionalities such as document exportations, dynamic views (projections), indexes and version management. Projection is a mechanism for extracting and exporting relevant pieces of code program or of document according to specific criteria. Indexes are useful to find the references and occurrences of a relation in a document, i.e., where its predicate definition is found and where a relation is used in other programs or document versions and, to translate hyper-texts links into paper references. It still lack importation facilities.",http://aclweb.org/anthology/D17-1295,D17-1,D17-1295,https://arxiv.org/abs/cs/0111046,"('Tanya Goyal', 'Sachin Kelkar', 'Manas Agarwal', 'Jeenu Grover')",9,An Empirical Analysis of Edit Importance between Document Versions,EMNLP,2017
"This paper presents a model for disfluency detection in spontaneous speech transcripts called LSTM Noisy Channel Model. The model uses a Noisy Channel Model (NCM) to generate n-best candidate disfluency analyses and a Long Short-Term Memory (LSTM) language model to score the underlying fluent sentences of each analysis. The LSTM language model scores, along with other features, are used in a MaxEnt reranker to identify the most plausible analysis. We show that using an LSTM language model in the reranking process of noisy channel disfluency model improves the state-of-the-art in disfluency detection.",http://aclweb.org/anthology/D17-1296,D17-1,D17-1296,https://arxiv.org/abs/1808.09091,"('Shaolei Wang', 'Wanxiang Che', 'Yue Zhang', 'Meishan Zhang', 'Ting Liu')",9,Transition-Based Disfluency Detection using LSTMs,EMNLP,2017
